candidate_approval_number,discipline_root,approval_year,project_type_contexts,discipline_scope_contexts,priority,existence_status,evidence_level,confirmed_sources,publication_evidence_count,project_title_candidate,lead_investigator_candidate,institution_candidate,exact_web_query,funding_web_query,institution_site_query,official_confirmation_status,next_action,warning
21075046,B,2010,general,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,2,,,,"""21075046""","""21075046"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21075046""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
20875065,B,2008,general,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,2,,,,"""20875065""","""20875065"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""20875065""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
20905054,B,2009,youth_c,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,2,,,,"""20905054""","""20905054"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""20905054""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21275108,B,2012,general,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,2,,,,"""21275108""","""21275108"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21275108""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21675059,B,2016,general,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,2,,,,"""21675059""","""21675059"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21675059""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
20975064,B,2009,general,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,2,,,,"""20975064""","""20975064"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""20975064""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
20975107,B,2009,general,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,2,,,,"""20975107""","""20975107"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""20975107""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21175063,B,2011,general,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,2,,,,"""21175063""","""21175063"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21175063""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
20705024,B,2007,youth_c,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,2,,,,"""20705024""","""20705024"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""20705024""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
22105002,B,2021,youth_c,B05,P3,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""22105002""","""22105002"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""22105002""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21802068,B,2018,youth_c,B02,P3,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""21802068""","""21802068"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21802068""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21506069,B,2015,youth_c,B08,P3,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""21506069""","""21506069"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21506069""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
20976059,B,2009,general,B08,P3,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""20976059""","""20976059"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""20976059""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
20876010,B,2008,general,B08,P3,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""20876010""","""20876010"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""20876010""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21005052,B,2010,youth_c,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""21005052""","""21005052"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21005052""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21666034,B,2016,regional,B08,P3,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""21666034""","""21666034"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21666034""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
20476002,B,2004,general,B08,P3,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""20476002""","""20476002"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""20476002""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
20576053,B,2005,general,B08,P3,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""20576053""","""20576053"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""20576053""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21705011,B,2017,youth_c,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""21705011""","""21705011"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21705011""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
20675073,B,2006,general,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""20675073""","""20675073"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""20675073""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21205085,B,2012,youth_c,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""21205085""","""21205085"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21205085""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
20575061,B,2005,general,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""20575061""","""20575061"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""20575061""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21075113,B,2010,general,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""21075113""","""21075113"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21075113""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21075121,B,2010,general,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""21075121""","""21075121"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21075121""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
20176025,B,2001,general,B08,P3,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""20176025""","""20176025"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""20176025""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
20176034,B,2001,general,B08,P3,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""20176034""","""20176034"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""20176034""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
20875061,B,2008,general,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""20875061""","""20875061"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""20875061""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
20905075,B,2009,youth_c,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""20905075""","""20905075"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""20905075""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
20175036,B,2001,general,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""20175036""","""20175036"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""20175036""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
20775091,B,2007,general,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""20775091""","""20775091"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""20775091""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
20975115,B,2009,general,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""20975115""","""20975115"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""20975115""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21305043,B,2013,youth_c,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""21305043""","""21305043"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21305043""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21305105,B,2013,youth_c,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""21305105""","""21305105"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21305105""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21175119,B,2011,general,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""21175119""","""21175119"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21175119""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21175123,B,2011,general,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""21175123""","""21175123"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21175123""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
20475068,B,2004,general,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""20475068""","""20475068"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""20475068""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
20102007,B,2001,youth_c,B01,P3,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""20102007""","""20102007"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""20102007""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
20733004,B,2007,key,B03,P3,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""20733004""","""20733004"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""20733004""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
21065007,B,2010,regional,B04,P3,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""21065007""","""21065007"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""21065007""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
91022021,B,2010,major_research_plan,B05,P3,confirmed_bibliographic,C_bibliographic,crossref,1,,,,"""91022021""","""91022021"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""91022021""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51872101,E,2018,general,E02,P1,confirmed_bibliographic,C_bibliographic,crossref,27,,,,"""51872101""","""51872101"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51872101""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
52105012,E,2021,youth_c,E05,P1,confirmed_bibliographic,C_bibliographic,crossref,22,,,,"""52105012""","""52105012"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""52105012""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51173172,E,2011,general,E03,P1,confirmed_bibliographic,C_bibliographic,crossref,18,,,,"""51173172""","""51173172"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51173172""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51974216,E,2019,general,E04,P1,confirmed_bibliographic,C_bibliographic,crossref,14,,,,"""51974216""","""51974216"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51974216""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
52005411,E,2020,youth_c,E05,P1,confirmed_bibliographic,C_bibliographic,crossref,14,,,,"""52005411""","""52005411"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""52005411""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51403158,E,2014,youth_c,E03,P1,confirmed_bibliographic,C_bibliographic,crossref,14,,,,"""51403158""","""51403158"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51403158""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51672191,E,2016,general,E02,P1,confirmed_bibliographic,C_bibliographic,crossref,12,,,,"""51672191""","""51672191"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51672191""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51576057,E,2015,general,E06,P1,confirmed_bibliographic,C_bibliographic,crossref,12,,,,"""51576057""","""51576057"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51576057""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51972310,E,2019,general,E02,P1,confirmed_bibliographic,C_bibliographic,crossref,11,,,,"""51972310""","""51972310"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51972310""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51774189,E,2017,general,E04,P1,confirmed_bibliographic,C_bibliographic,crossref,10,,,,"""51774189""","""51774189"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51774189""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51372147,E,2013,general,E02,P1,confirmed_bibliographic,C_bibliographic,crossref,10,,,,"""51372147""","""51372147"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51372147""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
52075115,E,2020,general,E05,P1,confirmed_bibliographic,C_bibliographic,crossref,9,,,,"""52075115""","""52075115"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""52075115""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51405515,E,2014,youth_c,E05,P1,confirmed_bibliographic,C_bibliographic,crossref,9,,,,"""51405515""","""51405515"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51405515""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51771187,E,2017,general,E01,P1,confirmed_bibliographic,C_bibliographic,crossref,9,,,,"""51771187""","""51771187"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51771187""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51874094,E,2018,general,E04,P1,confirmed_bibliographic,C_bibliographic,crossref,8,,,,"""51874094""","""51874094"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51874094""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51176037,E,2011,general,E06,P1,confirmed_bibliographic,C_bibliographic,crossref,8,,,,"""51176037""","""51176037"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51176037""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
52075345,E,2020,general,E05,P1,confirmed_bibliographic,C_bibliographic,crossref,7,,,,"""52075345""","""52075345"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""52075345""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51602158,E,2016,youth_c,E02,P1,confirmed_bibliographic,C_bibliographic,crossref,6,,,,"""51602158""","""51602158"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51602158""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51975033,E,2019,general,E05,P1,confirmed_bibliographic,C_bibliographic,crossref,6,,,,"""51975033""","""51975033"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51975033""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51807031,E,2018,youth_c,E07,P1,confirmed_bibliographic,C_bibliographic,crossref,6,,,,"""51807031""","""51807031"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51807031""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
52108449,E,2021,youth_c,E08,P1,confirmed_bibliographic,C_bibliographic,crossref,6,,,,"""52108449""","""52108449"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""52108449""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
52108479,E,2021,youth_c,E08,P1,confirmed_bibliographic,C_bibliographic,crossref,6,,,,"""52108479""","""52108479"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""52108479""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51365030,E,2013,regional,E05,P1,confirmed_bibliographic,C_bibliographic,crossref,6,,,,"""51365030""","""51365030"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51365030""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51875186,E,2018,general,E05,P1,confirmed_bibliographic,C_bibliographic,crossref,5,,,,"""51875186""","""51875186"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51875186""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
52008397,E,2020,youth_c,E08,P1,confirmed_bibliographic,C_bibliographic,crossref,5,,,,"""52008397""","""52008397"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""52008397""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51764014,E,2017,regional,E04,P1,confirmed_bibliographic,C_bibliographic,crossref,5,,,,"""51764014""","""51764014"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51764014""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51775530,E,2017,general,E05,P1,confirmed_bibliographic,C_bibliographic,crossref,4,,,,"""51775530""","""51775530"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51775530""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51975359,E,2019,general,E05,P1,confirmed_bibliographic,C_bibliographic,crossref,4,,,,"""51975359""","""51975359"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51975359""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51504102,E,2015,youth_c,E04,P1,confirmed_bibliographic,C_bibliographic,crossref,4,,,,"""51504102""","""51504102"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51504102""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51605448,E,2016,youth_c,E05,P1,confirmed_bibliographic,C_bibliographic,crossref,4,,,,"""51605448""","""51605448"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51605448""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51702252,E,2017,youth_c,E02,P1,confirmed_bibliographic,C_bibliographic,crossref,4,,,,"""51702252""","""51702252"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51702252""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
52105285,E,2021,youth_c,E05,P1,confirmed_bibliographic,C_bibliographic,crossref,4,,,,"""52105285""","""52105285"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""52105285""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
52105476,E,2021,youth_c,E05,P1,confirmed_bibliographic,C_bibliographic,crossref,4,,,,"""52105476""","""52105476"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""52105476""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51501191,E,2015,youth_c,E01,P1,confirmed_bibliographic,C_bibliographic,crossref,4,,,,"""51501191""","""51501191"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51501191""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51205070,E,2012,youth_c,E05,P1,confirmed_bibliographic,C_bibliographic,crossref,3,,,,"""51205070""","""51205070"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51205070""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51973174,E,2019,general,E03,P1,confirmed_bibliographic,C_bibliographic,crossref,3,,,,"""51973174""","""51973174"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51973174""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51601096,E,2016,youth_c,E01,P1,confirmed_bibliographic,C_bibliographic,crossref,3,,,,"""51601096""","""51601096"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51601096""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51407099,E,2014,youth_c,E07,P1,confirmed_bibliographic,C_bibliographic,crossref,3,,,,"""51407099""","""51407099"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51407099""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51701178,E,2017,youth_c,E01,P1,confirmed_bibliographic,C_bibliographic,crossref,3,,,,"""51701178""","""51701178"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51701178""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51401218,E,2014,youth_c,E01,P1,confirmed_bibliographic,C_bibliographic,crossref,3,,,,"""51401218""","""51401218"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51401218""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51173050,E,2011,general,E03,P1,confirmed_bibliographic,C_bibliographic,crossref,3,,,,"""51173050""","""51173050"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51173050""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
52105199,E,2021,youth_c,E05,P1,confirmed_bibliographic,C_bibliographic,crossref,3,,,,"""52105199""","""52105199"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""52105199""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51505496,E,2015,youth_c,E05,P1,confirmed_bibliographic,C_bibliographic,crossref,2,,,,"""51505496""","""51505496"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51505496""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51502303,E,2015,youth_c,E02,P1,confirmed_bibliographic,C_bibliographic,crossref,2,,,,"""51502303""","""51502303"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51502303""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
50975236,E,2009,general,E05,P1,confirmed_bibliographic,C_bibliographic,crossref,2,,,,"""50975236""","""50975236"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""50975236""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51272082,E,2012,general,E02,P1,confirmed_bibliographic,C_bibliographic,crossref,2,,,,"""51272082""","""51272082"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51272082""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51977129,E,2019,general,E07,P1,confirmed_bibliographic,C_bibliographic,crossref,2,,,,"""51977129""","""51977129"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51977129""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
52100193,E,2021,youth_c,E10,P1,confirmed_bibliographic,C_bibliographic,crossref,2,,,,"""52100193""","""52100193"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""52100193""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51972311,E,2019,general,E02,P1,confirmed_bibliographic,C_bibliographic,crossref,2,,,,"""51972311""","""51972311"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51972311""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
52108229,E,2021,youth_c,E08,P1,confirmed_bibliographic,C_bibliographic,crossref,2,,,,"""52108229""","""52108229"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""52108229""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
51401229,E,2014,youth_c,E01,P1,confirmed_bibliographic,C_bibliographic,crossref,2,,,,"""51401229""","""51401229"" ""National Natural Science Foundation of China""","site:edu.cn OR site:ac.cn ""51401229""",not_checked,official_or_institutional_confirmation,bibliographic/aggregator evidence only; API channels may share provenance; no PI or project fact inferred
